1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	3	128
2.00	1.50	4	251
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	2	209
1.00	1.00	1	1
1.00	1.00	1	1
2.00	1.17	6	162
1.00	1.00	1	1
2.00	1.50	2	54
1.00	1.00	1	1
1.00	1.00	3	30
1.00	1.00	8	1406
1.00	1.00	2	17
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	2	220
2.00	1.33	3	4
1.00	1.00	3	22
1.00	1.00	1	1
2.00	2.00	1	1
1.00	1.00	1	1
1.00	1.00	2	6
2.00	1.25	4	250
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	5	650
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	4	506
1.00	1.00	1	1
2.00	2.00	1	1
3.00	2.00	4	364
1.00	1.00	1	1
3.00	2.00	4	521
4.00	1.50	6	678
1.00	1.00	1	1
2.00	1.20	5	218
1.00	1.00	1	1
1.00	1.00	2	2
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	2	452
1.00	1.00	1	1
1.00	1.00	3	67
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	2	4
1.00	1.00	1	1
3.00	2.00	2	230
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	2	76
1.00	1.00	5	299
1.00	1.00	1	1
1.00	1.00	1	1
2.00	2.00	1	1
1.00	1.00	3	138
1.00	1.00	1	1
2.00	1.67	3	36
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	3	651
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
3.00	2.00	2	253
1.00	1.00	1	1
4.00	4.00	1	1
1.00	1.00	1	1
2.00	1.75	4	49
1.00	1.00	2	129
1.00	1.00	1	1
1.00	1.00	1	1
2.00	2.00	1	1
2.00	2.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
3.00	2.00	2	82
1.00	1.00	1	1
1.00	1.00	1	1
2.00	1.12	8	762
1.00	1.00	1	1
2.00	1.50	2	217
3.00	3.00	1	1
1.00	1.00	1	1
4.00	2.50	2	1015
1.00	1.00	1	1
2.00	1.14	7	611
1.00	1.00	2	182
1.00	1.00	10	897
1.00	1.00	2	105
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
2.00	1.12	8	738
2.00	1.50	2	2
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	3	105
1.00	1.00	1	1
2.00	1.06	16	664
4.00	1.78	9	741
1.00	1.00	2	279
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	6	707
2.00	2.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	5	195
1.00	1.00	2	108
1.00	1.00	2	481
1.00	1.00	2	102
2.00	2.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
3.00	2.00	2	102
2.00	1.25	4	346
1.00	1.00	1	1
2.00	1.09	11	972
3.00	1.75	4	1127
2.00	2.00	2	92
1.00	1.00	2	4
1.00	1.00	1	1
2.00	1.20	10	570
2.00	1.67	3	643
1.00	1.00	1	1
1.00	1.00	3	287
1.00	1.00	1	1
1.00	1.00	3	784
2.00	2.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	2	5
2.00	2.00	1	1
5.00	5.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	2	87
2.00	2.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	7	1351
1.00	1.00	5	501
2.00	1.12	8	916
1.00	1.00	1	1
2.00	1.50	4	697
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	2	49
1.00	1.00	1	1
1.00	1.00	2	7
1.00	1.00	4	278
2.00	1.50	4	218
1.00	1.00	1	1
1.00	1.00	3	268
1.00	1.00	3	269
1.00	1.00	5	736
1.00	1.00	12	1026
1.00	1.00	1	1
1.00	1.00	2	2
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
3.00	2.00	2	600
1.00	1.00	4	359
2.00	1.50	2	179
2.00	1.25	4	258
1.00	1.00	1	1
1.00	1.00	5	176
2.00	1.33	3	41
1.00	1.00	3	229
2.00	2.00	1	1
1.00	1.00	3	646
2.00	2.00	1	1
2.00	2.00	1	1
1.00	1.00	1	1
1.00	1.00	3	319
1.00	1.00	2	12
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	2	8
1.00	1.00	1	1
2.00	1.11	9	1451
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	6	1091
2.00	1.50	2	98
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	2	15
1.00	1.00	1	1
2.00	1.67	3	84
1.00	1.00	1	1
2.00	1.33	3	438
1.00	1.00	3	564
1.00	1.00	1	1
1.00	1.00	2	75
1.00	1.00	2	196
1.00	1.00	1	1
1.00	1.00	1	1
2.00	2.00	1	1
1.00	1.00	2	18
1.00	1.00	1	1
1.00	1.00	1	1
2.00	1.33	3	121
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
2.00	2.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	2	230
2.00	2.00	1	1
2.00	1.25	8	571
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
2.00	1.50	2	574
1.00	1.00	2	86
2.00	2.00	1	1
1.00	1.00	2	349
2.00	1.40	5	1055
1.00	1.00	1	1
1.00	1.00	3	666
1.00	1.00	1	1
1.00	1.00	3	402
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	6	1261
3.00	3.00	1	1
2.00	1.17	6	870
1.00	1.00	5	1236
1.00	1.00	1	1
1.00	1.00	2	6
1.00	1.00	2	333
2.00	2.00	1	1
1.00	1.00	1	1
2.00	2.00	1	1
1.00	1.00	1	1
1.00	1.00	2	19
1.00	1.00	1	1
1.00	1.00	3	1367
1.00	1.00	1	1
1.00	1.00	1	1
2.00	1.33	3	256
1.00	1.00	1	1
1.00	1.00	2	141
1.00	1.00	2	34
1.00	1.00	7	398
4.00	2.50	2	2
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	2	156
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
2.00	1.14	7	948
1.00	1.00	1	1
3.00	1.75	4	7
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	2	541
2.00	1.06	16	1982
2.00	1.33	3	542
1.00	1.00	2	358
2.00	2.00	1	1
2.00	1.20	5	275
2.00	1.14	7	282
1.00	1.00	3	25
1.00	1.00	3	51
1.00	1.00	2	25
1.00	1.00	2	113
1.00	1.00	2	31
2.00	2.00	2	135
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	10	1557
1.00	1.00	6	840
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
2.00	2.00	1	1
2.00	1.33	3	97
1.00	1.00	5	160
1.00	1.00	4	22
1.00	1.00	1	1
1.00	1.00	1	1
4.00	2.50	2	812
1.00	1.00	1	1
1.00	1.00	3	47
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
2.00	1.33	3	865
2.00	1.08	12	1563
1.00	1.00	1	1
1.00	1.00	1	1
3.00	1.25	8	892
1.00	1.00	8	360
1.00	1.00	6	685
1.00	1.00	1	1
2.00	1.20	5	1158
1.00	1.00	1	1
2.00	1.08	12	225
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	3	387
1.00	1.00	1	1
2.00	1.33	3	7
1.00	1.00	5	415
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	3	157
1.00	1.00	3	8
1.00	1.00	1	1
1.00	1.00	6	78
2.00	1.50	2	217
1.00	1.00	1	1
2.00	1.09	11	697
2.00	1.12	8	158
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	3	34
1.00	1.00	3	79
1.00	1.00	3	325
1.00	1.00	3	133
3.00	1.50	4	527
1.00	1.00	1	1
2.00	2.00	1	1
1.00	1.00	7	960
1.00	1.00	1	1
1.00	1.00	19	1492
1.00	1.00	6	1316
1.00	1.00	1	1
1.00	1.00	3	528
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
2.00	1.20	5	977
1.00	1.00	1	1
1.00	1.00	1	1
2.00	2.00	1	1
1.00	1.00	1	1
1.00	1.00	1	1
2.00	1.25	4	613
1.00	1.00	15	1797
2.00	1.07	15	1091
1.00	1.00	1	1
1.00	1.00	1	1
2.00	2.00	1	1
1.00	1.00	3	235
1.00	1.00	3	201
1.00	1.00	2	550
1.00	1.00	2	322
1.00	1.00	1	1
1.00	1.00	7	509
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	4	556
2.00	1.50	2	108
3.00	3.00	1	1
2.00	1.09	11	1395
2.00	1.06	16	1140
2.00	1.29	7	777
2.00	2.00	1	1
1.00	1.00	1	1
1.00	1.00	2	249
2.00	1.17	12	850
1.00	1.00	2	11
1.00	1.00	1	1
1.00	1.00	1	1
1.00	1.00	11	1622
1.00	1.00	2	407
1.00	1.00	1	1
1.00	1.00	8	192
1.00	1.00	1	1
2.00	1.50	2	3
1.00	1.00	1	1
2.00	1.25	4	839
1.00	1.00	1	1
1.00	1.00	1	1
3.00	2.00	2	100
1.00	1.00	6	494
1.00	1.00	11	1398
1.00	1.00	2	234
2.00	1.50	8	147
1.00	1.00	1	1
