1,30,1
2,25,1
3,18,0
4,72,5
5,23,1
6,77,5
7,19,0
8,24,1
9,72,5
10,24,1
11,21,1
12,22,1
13,21,1
14,33,2
15,22,1
16,35,2
17,44,3
18,31,2
19,30,1
20,20,0
21,57,4
23,53,4
24,17,0
25,22,1
27,20,0
28,25,1
29,22,1
31,23,1
32,47,3
33,26,1
35,21,1
36,16,0
37,19,0
38,24,1
39,23,1
40,20,0
41,37,2
42,23,1
43,30,1
44,20,0
45,22,1
46,32,2
47,30,1
48,27,1
49,21,1
51,27,1
52,40,2
53,31,2
54,37,2
55,22,1
57,29,1
58,21,1
59,30,1
60,19,0
61,34,2
63,21,1
64,23,1
65,22,1
67,22,1
68,41,3
69,27,1
70,27,1
74,24,1
75,24,1
76,19,0
77,29,1
78,54,4
81,28,1
82,25,1
83,22,1
84,49,3
85,20,0
86,25,1
87,34,2
88,20,0
89,20,0
90,20,0
92,28,1
93,19,0
94,32,2
95,15,0
96,18,0
97,31,2
98,20,0
99,23,1
100,36,2
101,20,0
102,45,3
103,25,1
104,22,1
105,23,1
106,23,1
107,34,2
108,27,1
109,21,1
110,24,1
111,19,0
112,26,1
113,23,1
114,38,2
115,18,0
116,20,0
117,22,1
118,77,5
119,40,2
120,65,4
121,42,3
122,40,2
123,29,1
124,32,2
125,74,5
126,20,0
127,76,5
128,30,1
129,20,0
130,29,1
131,18,0
132,23,1
133,26,1
134,32,2
135,74,5
136,59,4
137,34,2
138,23,1
139,45,3
140,20,0
141,28,1
142,30,1
143,21,1
144,20,0
145,34,2
146,20,0
147,37,2
148,20,0
149,21,1
150,57,4
151,43,3
152,35,2
153,34,2
154,19,0
155,24,1
156,18,0
157,29,1
158,21,1
159,22,1
160,22,1
161,53,4
162,27,1
163,40,2
164,34,2
165,49,3
166,21,1
167,91,5
169,19,0
170,18,0
171,75,5
172,21,1
173,22,1
174,20,0
175,22,1
176,27,1
177,20,0
178,28,1
179,67,4
180,63,4
181,20,0
182,22,1
183,21,1
184,20,0
185,26,1
186,25,1
187,27,1
188,36,2
189,19,0
190,27,1
192,25,1
193,43,3
194,29,1
195,56,4
196,64,4
197,21,1
198,21,1
199,41,3
200,19,0
201,57,4
202,123,5
203,19,0
204,24,1
207,54,4
208,19,0
209,148,5
210,23,1
211,22,1
212,24,1
213,24,1
214,23,1
215,51,4
216,38,2
217,21,1
218,28,1
219,28,1
221,23,1
222,19,0
223,20,0
224,21,1
225,25,1
226,18,0
227,21,1
228,24,1
229,30,1
231,77,5
232,21,1
233,42,3
234,23,1
235,18,0
236,41,3
237,21,1
238,18,0
239,46,3
240,28,1
241,21,1
242,20,0
245,35,2
246,62,4
247,64,4
248,20,0
249,66,4
250,21,1
251,39,2
252,38,2
253,22,1
254,23,1
255,25,1
257,44,3
258,22,1
259,25,1
262,23,1
263,28,1
264,34,2
265,61,4
267,52,4
268,21,1
269,32,2
270,18,0
271,28,1
272,18,0
274,78,5
275,20,0
276,28,1
277,21,1
278,22,1
279,35,2
280,55,4
281,39,2
282,37,2
284,22,1
285,33,2
286,20,0
287,23,1
288,21,1
289,23,1
290,21,1
291,22,1
292,28,1
293,26,1
294,25,1
295,19,0
296,23,1
297,34,2
298,21,1
299,23,1
300,19,0
301,20,0
302,16,0
303,21,1
304,25,1
305,19,0
306,27,1
307,24,1
308,17,0
309,29,1
310,31,2
311,19,0
312,22,1
313,36,2
314,24,1
316,59,4
317,20,0
318,20,0
319,21,1
320,23,1
321,25,1
322,28,1
323,25,1
324,26,1
325,46,3
326,44,3
327,26,1
328,17,0
329,21,1
330,24,1
332,17,0
333,100,5
334,31,2
335,22,1
336,22,1
337,22,1
338,31,2
339,24,1
340,26,1
341,21,1
342,24,1
343,34,2
344,29,1
345,54,4
346,25,1
347,47,3
348,21,1
349,27,1
350,21,1
351,56,4
352,25,1
353,100,5
355,31,2
356,27,1
357,39,2
358,19,0
359,28,1
360,22,1
361,22,1
362,24,1
363,28,1
364,23,1
365,32,2
366,18,0
367,52,4
368,19,0
369,19,0
370,19,0
371,21,1
372,35,2
373,22,1
374,34,2
375,27,1
376,31,2
377,27,1
378,44,3
379,19,0
380,19,0
382,16,0
383,27,1
384,19,0
385,25,1
388,35,2
389,30,1
390,68,4
391,18,0
392,32,2
393,19,0
394,19,0
395,23,1
396,37,2
397,22,1
398,30,1
399,42,3
401,21,1
402,26,1
403,20,0
404,24,1
405,36,2
406,24,1
407,28,1
408,26,1
409,20,0
410,20,0
411,22,1
412,43,3
413,55,4
414,44,3
415,28,1
416,28,1
417,34,2
418,17,0
419,21,1
420,51,4
421,21,1
422,23,1
423,41,3
424,23,1
425,33,2
426,21,1
427,28,1
428,21,1
430,20,0
431,20,0
432,24,1
433,27,1
434,20,0
435,23,1
436,27,1
437,24,1
438,29,1
439,29,1
440,25,1
441,25,1
442,32,2
443,28,1
445,33,2
446,35,2
447,23,1
449,50,3
450,39,2
452,30,1
453,20,0
454,18,0
455,29,1
456,22,1
457,21,1
458,22,1
459,22,1
460,23,1
461,21,1
462,40,2
464,20,0
465,40,2
467,23,1
468,21,1
469,22,1
470,23,1
471,28,1
472,27,1
473,22,1
474,67,4
475,31,2
476,21,1
477,22,1
478,21,1
479,77,5
480,21,1
481,23,1
482,21,1
483,30,1
484,21,1
485,20,0
486,32,2
487,20,0
488,20,0
489,18,0
490,24,1
491,23,1
492,21,1
493,32,2
494,19,0
495,26,1
496,22,1
497,21,1
498,23,1
499,25,1
500,27,1
501,33,2
502,34,2
503,20,0
504,29,1
506,52,4
507,29,1
508,22,1
509,22,1
510,21,1
512,17,0
513,25,1
514,24,1
515,46,3
516,19,0
517,23,1
518,44,3
519,24,1
520,23,1
521,22,1
523,19,0
524,25,1
525,40,2
526,70,4
527,24,1
528,34,2
529,28,1
530,17,0
531,23,1
532,22,1
533,32,2
534,22,1
535,25,1
536,21,1
537,26,1
538,44,3
539,24,1
540,22,1
541,22,1
542,34,2
543,23,1
545,47,3
546,25,1
547,79,5
548,88,5
549,103,5
550,28,1
551,40,2
552,20,0
553,56,4
554,21,1
555,26,1
556,45,3
557,21,1
558,24,1
559,43,3
560,21,1
561,87,5
562,55,4
563,20,0
564,72,5
565,20,0
566,54,4
567,25,1
568,23,1
569,39,2
570,20,0
571,49,3
573,19,0
575,25,1
576,28,1
577,95,5
578,25,1
579,29,1
580,45,3
581,20,0
582,45,3
583,29,1
584,30,1
585,42,3
586,20,0
587,57,4
588,23,1
589,23,1
590,23,1
591,31,2
592,21,1
593,22,1
594,20,0
595,20,0
596,26,1
597,53,4
598,103,5
599,28,1
600,17,0
601,41,3
602,41,3
603,25,1
604,22,1
605,27,1
606,30,1
607,27,1
608,52,4
609,26,1
610,25,1
611,24,1
612,22,1
613,53,4
614,24,1
615,21,1
616,24,1
617,24,1
618,33,2
619,24,1
620,31,2
621,25,1
622,44,3
623,23,1
624,33,2
625,24,1
626,27,1
628,37,2
629,21,1
630,46,3
631,28,1
632,22,1
633,24,1
634,35,2
635,56,4
636,21,1
637,69,4
638,21,1
639,54,4
640,24,1
641,19,0
642,25,1
643,32,2
644,22,1
645,33,2
646,19,0
647,18,0
648,21,1
649,17,0
650,23,1
651,20,0
652,27,1
653,52,4
654,25,1
655,22,1
656,20,0
658,27,1
660,22,1
661,22,1
662,19,0
664,22,1
665,29,1
666,26,1
667,20,0
668,31,2
669,19,0
670,34,2
671,46,3
672,20,0
673,27,1
674,32,2
675,27,1
676,21,1
677,22,1
678,20,0
679,28,1
680,24,1
681,32,2
682,22,1
683,21,1
684,59,4
685,20,0
686,27,1
687,38,2
688,34,2
689,25,1
690,23,1
691,19,0
693,33,2
694,14,0
695,21,1
696,27,1
697,21,1
698,32,2
699,18,0
700,22,1
701,36,2
702,33,2
703,35,2
704,21,1
705,39,2
706,23,1
707,25,1
708,20,0
709,27,1
710,27,1
711,20,0
712,25,1
713,38,2
714,25,1
715,26,1
717,39,2
718,18,0
720,32,2
721,19,0
722,26,1
723,24,1
724,20,0
725,20,0
726,19,0
727,29,1
728,21,1
729,29,1
730,36,2
731,27,1
732,46,3
733,22,1
735,37,2
736,40,2
737,19,0
738,43,3
739,27,1
740,21,1
741,36,2
742,20,0
743,31,2
744,19,0
745,96,5
746,34,2
747,44,3
748,113,5
750,22,1
751,20,0
752,27,1
753,33,2
754,25,1
755,43,3
756,22,1
757,22,1
758,26,1
759,20,0
760,20,0
761,211,5
762,21,1
763,24,1
764,74,5
765,36,2
766,27,1
767,27,1
768,44,3
769,19,0
770,19,0
771,43,3
772,26,1
773,23,1
774,20,0
776,25,1
777,37,2
778,20,0
779,26,1
780,52,4
781,19,0
782,26,1
783,103,5
784,49,3
785,24,1
786,22,1
788,20,0
789,24,1
790,26,1
791,22,1
792,29,1
793,41,3
794,25,1
795,29,1
796,22,1
797,61,4
798,43,3
799,20,0
800,22,1
801,35,2
802,36,2
803,31,2
804,19,0
805,21,1
806,31,2
807,147,5
808,17,0
809,29,1
810,20,0
811,24,1
812,21,1
813,20,0
814,21,1
815,99,5
816,136,5
817,20,0
818,121,5
819,26,1
820,52,4
821,37,2
822,21,1
823,24,1
824,19,0
825,21,1
826,20,0
827,37,2
828,38,2
829,45,3
830,17,0
831,72,5
832,19,0
833,20,0
834,24,1
835,26,1
836,36,2
837,22,1
838,34,2
839,20,0
840,36,2
841,28,1
842,30,1
843,36,2
844,97,5
845,27,1
846,49,3
847,21,1
848,24,1
849,38,2
850,19,0
851,27,1
852,60,4
853,39,2
854,22,1
855,25,1
856,86,5
857,21,1
858,20,0
859,19,0
860,22,1
861,20,0
862,26,1
863,21,1
864,21,1
865,28,1
866,41,3
867,39,2
868,114,5
869,19,0
870,36,2
871,19,0
872,76,5
873,22,1
874,22,1
875,68,4
876,45,3
877,29,1
878,28,1
879,25,1
880,20,0
881,23,1
882,20,0
883,23,1
884,20,0
885,17,0
886,49,3
887,27,1
888,31,2
889,24,1
890,33,2
891,31,2
892,21,1
893,25,1
894,28,1
895,211,5
896,58,4
897,40,2
898,20,0
899,21,1
900,28,1
901,23,1
902,88,5
903,21,1
904,32,2
905,24,1
906,27,1
907,21,1
908,24,1
909,82,5
910,34,2
911,30,1
912,23,1
913,19,0
914,20,0
915,26,1
916,18,0
917,27,1
918,23,1
919,27,1
920,25,1
921,24,1
922,31,2
923,23,1
924,20,0
925,86,5
927,23,1
928,25,1
929,21,1
930,26,1
931,21,1
932,27,1
933,57,4
934,20,0
935,31,2
936,19,0
937,26,1
938,93,5
939,23,1
940,27,1
941,42,3
942,23,1
943,25,1
944,32,2
946,24,1
947,43,3
948,22,1
949,23,1
950,28,1
951,22,1
952,19,0
953,25,1
954,37,2
955,37,2
956,24,1
957,26,1
958,19,0
959,33,2
960,32,2
961,30,1
962,85,5
963,25,1
964,39,2
965,21,1
966,21,1
967,43,3
969,57,4
970,23,1
971,35,2
972,21,1
973,33,2
974,20,0
975,20,0
976,30,1
977,31,2
978,21,1
979,18,0
980,20,0
981,21,1
982,27,1
984,29,1
985,21,1
986,24,1
987,20,0
988,32,2
989,76,5
990,22,1
991,19,0
992,26,1
993,24,1
994,22,1
995,33,2
996,44,3
997,32,2
998,17,0
999,18,0
1000,25,1
1001,30,1
1002,32,2
1003,25,1
